Gene	baseMean	log2FoldChange	lfcSE	pvalue	padj
PANK4	460.2427308753039	1.4577059308224094	0.10254223020249965	2.729298627041656e-46	3.0019635092965947e-45
HES5	0.5575226164897296	-0.10137807670331132	0.8628259600813387	0.7501513705702642	
AL139246.5	6.137434706406988	-1.6674965523230612	0.9756548645530764	0.014596257385395292	0.027773093704928326
TNFRSF14-AS1	56.69471265668557	-1.4646009381285179	0.2982796739562925	2.500830361976191e-07	7.835151319366225e-07
TNFRSF14	712.1965714306264	0.050751760232813255	0.08104080506210835	0.5225038148426029	0.6205520199551156
AL139246.2	0.5135804000452068	-0.038905192250270365	0.8651815232731781	0.8800597451777055	
AL139246.3	2.2639881762693586	-0.298994049002999	0.7779912829754382	0.4993148330604815	0.5986916170547912
PRXL2B	662.7476222207014	-0.9585446072382782	0.10559339287608324	5.447891360435558e-20	2.993169797399342e-19
MMEL1	39.64150648920024	-1.0365945681281732	0.3216453588137798	0.0005705140041341063	0.0013277225046908977
MMEL1-AS1	0.6419297362177608	-0.3331459988974071	0.9585114359244193	0.31408851385450615	
TTC34	26.343725401655238	-3.7745544444133947	0.6009676719943783	7.89618804676526e-11	2.9928375504116304e-10
AC242022.2	0.17343631663636513	-0.09879618493729586	0.9004711365801991	0.9188618098995333	
AC242022.1	0.0				
AL592464.2	0.0				
AL592464.3	0.5211959621757901	-0.30447086048368205	0.9437649866610385	0.38063431135547793	
AL592464.1	0.4931839261033646	-0.03385886438788388	0.8612671971552383	0.902651417585271	
AL589702.1	2.381803161758652	-0.5664282305846325	0.8987473650227377	0.23703531680520745	0.32710556112871614
ACTRT2	0.0				
PRDM16-DT	0.0				
PRDM16	1.6471105628704987	0.7214010928623046	1.066746181990362	0.13938140536958965	0.2080848575386547
MIR4251	0.0				
AL008733.1	0.0				
AL512383.1	0.0				
AL590438.1	0.27377361673649364	-0.14586115962194396	0.9058318514140009	0.7130836782202343	
AL354743.2	8.3005504522379	-0.6772837021759274	0.6040585119202636	0.15103759612379541	0.22309927165801077
AL354743.1	0.19801473313041515	0.1121553991036035	0.9032132065560884	0.7117275189975927	
ARHGEF16	1478.038440939436	0.5725379982395966	0.06902882538401403	8.622794637434151e-17	4.2298177288370426e-16
AL512413.1	13.138428554727222	-0.5535135291074179	0.4851781623588731	0.17909834448690287	0.25756967879303366
MEGF6	133.2792315612307	-1.6146017234498484	0.1843725788994075	5.614783127273423e-19	2.975900727433011e-18
MIR551A	0.0				
AL513320.1	3.9342925997141616	-0.5645743196662002	0.7774392597755834	0.2545874200227926	0.3468070560257581
TPRG1L	1666.4862393508922	0.497442226526921	0.06283570383320028	2.031466438155719e-15	9.525862283884992e-15
WRAP73	495.59852524748385	0.0703873786440433	0.09311879195490812	0.44816773974598456	0.5488371336701177
TP73	61.54724219398065	-1.152937029983439	0.25701243962825565	2.964000240028127e-06	8.553020560183048e-06
AL136528.1	1.8550981101358643	-0.9031272919571188	1.2333517287197975	0.07966698255637358	0.12854051774993325
AL136528.2	0.4931839261033646	-0.03385886438788388	0.8612671971552383	0.902651417585271	
TP73-AS1	0.0				
AL136528.3	0.0				
CCDC27	0.34687263327273027	-0.1550367339845198	0.9086372976997205	0.6486700507065801	
SMIM1	3.383499702818563	-0.5797455635427273	0.8080873696502494	0.24541049963481096	0.336551936855438
LRRC47	723.8484048869934	0.6147665516653175	0.07908276438979475	6.0065096349746925e-15	2.7460753694361696e-14
RN7SL574P	3.1730670733253703	0.7149088798043443	0.8701883638048696	0.16780363267678852	0.2437083974867428
AL365330.1	17.189413954688902	1.4064491692926415	0.4918506930473325	0.0012024853969388927	0.002689095353715104
CEP104	652.1295533472894	0.12059295400685992	0.08431793995686569	0.1519289775040635	0.224231811639335
DFFB	115.42510802765194	-0.07625405156935794	0.18414782045598985	0.6710842054331516	0.7510706804991034
C1orf174	308.15241114366097	0.006384884968793285	0.11524194588285779	0.9563782455185028	0.9698161122670786
LINC01134	18.886806733242697	-2.4593569141023157	0.5679443304138915	2.4451732925175177e-06	7.104736658356234e-06
LINC01346	0.19801473313041515	0.1121553991036035	0.9032132065560884	0.7117275189975927	
LINC01345	0.0				
LINC02780	0.0				
AL805961.1	0.0				
EEF1DP6	0.0				
LINC01777	0.0				
AL355602.1	0.0				
Z98747.1	0.0				
LINC01646	0.0				
AJAP1	0.0				
Z98886.1	0.19801473313041515	0.1121553991036035	0.9032132065560884	0.7117275189975927	
BX005132.1	0.0				
LINC02781	0.19801473313041515	0.1121553991036035	0.9032132065560884	0.7117275189975927	
LINC02782	0.0				
AL139823.1	0.0				
Z98259.3	0.0				
Z98259.2	0.2941700906783359	-0.1356194667658049	0.9059589883036933	0.7079911143275048	
Z98259.1	0.0				
Z97988.2	0.0				
AL365255.1	0.0				
Z97988.1	0.0				
MIR4689	0.35684801628947255	0.013540917505809024	0.873908012346186	0.8671515185621927	
NPHP4	530.3390547154355	1.5050403033041342	0.09545174591030396	1.5089766456397472e-56	2.01832307183621e-55
KCNAB2	136.555687254929	1.0601625717132037	0.1698981435404709	1.970324714377149e-10	7.324629594480303e-10
CHD5	3.3675921900444235	-0.1690331222530441	0.7184113324515878	0.7021727739732849	0.7777966615833142
AL031847.2	0.0				
RPL22	2731.6006200634088	0.3898019259311268	0.05363156158482062	3.369652440335979e-13	1.4249642589237144e-12
AL031847.1	2.584509538244892	-0.4375553773045399	0.8019251332727886	0.3494610574212109	0.4497380801459614
RNF207	79.97661144435766	-1.7881860600426178	0.24008519177836488	2.2015702458603323e-14	9.823390829205083e-14
ICMT	1123.84324023838	-1.2518874793775876	0.07194786003769037	2.8448152405022445e-68	4.600843948558163e-67
LINC00337	2.1782793391812394	-3.0244895336606716	2.807055448797836	0.008256905273199042	0.01637075250963807
HES3	0.0				
GPR153	53.011739620162764	-0.6322844167943702	0.26278141832331836	0.011739533993717289	0.02272873290862568
ACOT7	267.94709975504605	0.031232962940152955	0.12439276784385717	0.8005242546358917	0.8548533585418059
AL031848.2	0.0				
HES2	1.8607528613075364	-0.10337843751616806	0.7664001302939761	0.799589598463447	0.8541370572808816
ESPN	21.816452784148417	-3.6742037731138026	0.6516281895657615	3.89950094648532e-09	1.3569354022252544e-08
MIR4252	0.0				
AL031848.1	0.21941030936687092	0.11466038038361771	0.9038456501997624	0.7117275189975929	
TNFRSF25	115.22433196481504	-0.042506706166117694	0.1860212909930201	0.8143269744430989	0.8649861978778179
PLEKHG5	290.1802699832709	0.13862405375976808	0.12086465664998511	0.24728105612784917	0.33860483288480125
NOL9	357.1173213604616	0.24989474828162395	0.1112516687932395	0.023579476843553798	0.043110125580669886
RNU6-731P	0.0				
AL591866.1	3.119637476203552	-0.4872459208866086	0.7932573991433314	0.31257510618649265	0.41056966701295944
TAS1R1	1.0480466755232523	0.09237410089595444	0.8188569123231879	0.7926994638591289	0.8487651518211929
ZBTB48	399.58238599913597	0.8594105924052483	0.1055470844805684	2.4350220861496645e-16	1.1741376979778486e-15
KLHL21	2927.917151797011	3.770347851152125	0.06414827301332744	0.0	0.0
PHF13	523.1927377380508	0.9308082967691451	0.09037460667098204	4.0160238011838504e-25	2.596891189703872e-24
THAP3	302.3022625122367	1.465318763633405	0.12947393054747477	3.3850909963643806e-30	2.5515433065743226e-29
DNAJC11	775.8693547141431	0.5030183733981968	0.07662278113918355	4.5339569045283226e-11	1.7358971872727735e-10
LINC01672	0.0				
AL591163.1	0.0				
CAMTA1-DT	2.8008397021682647	-0.5410352110707068	0.8401177778445166	0.2653107159387784	0.3586974283513838
CAMTA1	559.7683977111171	0.41425669342965565	0.09011521713829632	3.846218209110293e-06	1.1004875891150526e-05
AL590128.1	0.4963667663609588	0.14676946644679703	0.883081996227376	0.6203952127504362	
AL512330.1	0.0				
RNU1-8P	0.0				
CAMTA1-IT1	0.7659584405452446	-0.20207116623085425	0.8674974739434679	0.5291255443099825	
CAMTA1-AS2	0.0				
CAMTA1-AS1	0.0				
AL359881.3	1.282972460168827	-0.8371395643539975	1.3577068471948373	0.0644036695169168	0.10662214267614782
AL359881.2	2.2878182697895766	-0.8253969638096466	1.0647199268284766	0.12640367416841808	0.19110258552799206
AL359881.1	7.093280048266656	-4.217819505387052	1.407526171207974	0.00019611293887918294	0.0004796035584592042
VAMP3	2001.4312705963391	0.46912626718775197	0.06018883921261132	5.639420557822408e-15	2.5855522258021068e-14
Z98884.2	8.294550356052985	0.902063320533961	0.6357865630916195	0.06647324456916176	0.1096578649761971
PER3	154.22865832697616	-1.4756941934394179	0.17618395859936914	1.640597114384386e-17	8.258753480942327e-17
Z98884.1	1.607601068298965	0.23699096047950313	0.8058777499673873	0.5581049666066045	0.6526057869315397
UTS2	0.0				
TNFRSF9	1.4689053375989138	-0.12408400049502578	0.7898860290740815	0.7514994875961312	0.8176458770685782
AL009183.1	0.0				
PARK7	1905.2793218599952	-0.012045423122108496	0.06644390927514947	0.8545463203613568	0.8958226393424457
AL034417.1	0.7940825666455891	-0.3857560276989173	0.9836916616845642	0.24402733278012884	
AL034417.5	19.85906488208279	1.538145039367779	0.45255373903165713	0.00016635227443860502	0.0004103657957789779
AL034417.4	1.3819023436963003	0.5911714227603724	1.0531101308048205	0.11854322454498874	0.18088439502595158
ERRFI1	9469.211199066742	0.5237031005542364	0.1541686262324426	0.0005815404802600579	0.0013516011048594048
AL034417.3	6.761504841626032	-1.6513959060109056	0.8743467004346698	0.010943471451490546	0.02129484508312202
AL034417.2	1.6061282596795006	-0.1772297173164695	0.7955014439627186	0.6573901528533896	0.7392498924687132
AL358876.1	0.4028220090199784	0.2283576185749063	0.9253363051231568	0.4328472571897374	
LINC01714	5.9581085544443155	-2.0739844196964867	0.9894740440359209	0.005631809599039458	0.01146809938842779
RNU1-7P	0.10033730010012852	-0.08497222941223848	0.8982679352653262	0.9188618098995333	
AL358876.2	0.20067460020025704	-0.11004136167269916	0.9024572810410709	0.805876960725246	
RNU6-991P	0.0				
SLC45A1	1.6795553208159133	-0.055387128905387835	0.7654124935463962	0.8914482736321093	0.9225978615976035
AL356072.1	0.43882061873374184	0.21273604945447822	0.9230642292527258	0.4346999420496662	
RERE	1948.1397685295797	0.32315601222936663	0.07775954766179705	3.004533246470254e-05	7.964051742925013e-05
RERE-AS1	1.1538493714877394	-0.13792084537279253	0.8274634125298771	0.693617313697193	0.7705423168146205
AL096855.1	0.0				
AL096855.2	0.0				
RPL7P11	0.6008367421503935	0.3841446861744032	0.9847760910190448	0.2289040138738903	
RPL7P7	0.0				
AL357552.1	0.14708504533916794	-0.09459791839923727	0.8997161871829985	0.9188618098995333	
AL357552.2	0.0				
AL357552.3	0.0				
RPL23AP19	0.14708504533916794	-0.09459791839923727	0.8997161871829985	0.9188618098995333	
ENO1	59778.86751171624	2.4449609780434933	0.03904581846822021	0.0	0.0
MIR6728	3.4217607149262514	3.4376234205718244	1.6688815548590352	0.002852917631389343	0.006076462463998847
ENO1-AS1	1.984474547019525	-0.20265220864739084	0.7759692937331584	0.6308781105129688	0.7171961380765063
RNU6-304P	0.0				
HMGN2P17	2.4500921449588215	-0.34093416856496767	0.7864827893315487	0.44401798400149867	0.5449333485811915
AL139415.1	0.21941030936687092	0.11466038038361771	0.9038456501997624	0.7117275189975929	
AL139415.2	0.29835203323054366	0.04572889704949916	0.8788830438047002	0.8750345263232879	
CA6	0.6405970160427086	0.056014078404297195	0.8508326002641292	0.8457282252974556	
RN7SL451P	0.0				
SLC2A7	0.17343631663636513	-0.09879618493729586	0.9004711365801991	0.9188618098995333	
SLC2A5	0.35684801628947255	0.013540917505809024	0.873908012346186	0.8671515185621927	
AL158048.1	0.0				
GPR157	77.42719754434532	-0.017309428537669206	0.21756361520768527	0.9335017410645456	0.9539490041793603
MIR34AHG	126.64741010588834	0.9202247097190869	0.17861030065129394	1.4690788607557886e-07	4.6809715689782954e-07
MIR34A	0.0				
LNCTAM34A	3.8785311801226774	-2.978222412331754	1.5541187582137157	0.004261258501268824	0.008842530920574137
H6PD	694.4300960740676	-1.251307078368734	0.08790661816198271	2.08256351693657e-46	2.299547961342534e-45
SPSB1	373.67889210534844	2.279975493921845	0.11741917363969388	5.857504255929572e-85	1.2065393766441112e-83
BX323043.1	0.0				
LINC02606	2.0584325774059633	-2.792131951714989	2.881612978037501	0.010383745395064824	0.020287263241826635
RNA5SP40	0.0				
AL928921.1	0.0				
SLC25A33	174.99978459133908	0.7165486865185705	0.1621774607723033	6.796726328247453e-06	1.9064152654794603e-05
AL954705.1	8.047869361155708	0.7944785416486314	0.6288508976395093	0.10282505318302684	0.16033377296958382
TMEM201	159.2274296431624	-0.44064193741405194	0.17354498994128661	0.009488411394270497	0.018652474871714463
PIK3CD	28.710543910611765	2.787774736946104	0.43506235395328996	1.7796667571813593e-11	6.954758431220289e-11
PIK3CD-AS1	0.0				
AL691449.1	0.0				
PIK3CD-AS2	6.212470503518984	-0.3743291067943152	0.6196553549440381	0.41652151112608504	0.5178919167587573
CLSTN1	3570.804288531127	0.03166427795493144	0.050297567059026625	0.52876126471572	0.6264731612596102
MZT1P1	0.0				
AL357140.3	0.5457743786698401	-0.0879157534810573	0.861161633011576	0.7721432662855741	
CTNNBIP1	122.38520490165995	-0.28261149653615136	0.1735885429211771	0.09650781595746238	0.1518122503611891
AL357140.1	0.0				
AL357140.4	0.27377361673649364	-0.14586115962194396	0.9058318514140009	0.7130836782202343	
LZIC	872.9777340218731	-0.07462147860605492	0.07879043718112701	0.34129634100431727	0.44100898172089087
AL357140.2	3.2190877640369857	-0.5192396018078896	0.7993381431282268	0.2869797348031774	0.3826509051474368
NMNAT1	139.13020828933227	-0.13107350809673246	0.16415944072068359	0.415995611148347	0.5174083854311493
RN7SKP269	0.650572399059451	0.2239737651633929	0.8975419575729668	0.46108338950932864	
TMEM274P	0.10033730010012852	-0.08497222941223848	0.8982679352653262	0.9188618098995333	
MIR5697	0.0				
AL603962.1	0.0				
RBP7	0.6870167166815719	-0.12560723674877405	0.8617719294626268	0.6563819229534577	
UBE4B	2425.619662937163	1.621832843748619	0.06029315551581001	3.952756673097203e-160	1.820356924777163e-158
AL590639.1	0.8382837045729477	-0.002822697869880384	0.8264875751017519	0.993641483332387	
